691.0189,646.4373,96.7599,83.6729,49.7,40.579
691.1654,640.2346,368.6357,98.9178,51.2,150.69
691.3781,640.9232,639.388,100.8192,47.25,253.2973
691.3442,629.3595,816.5023,100.9678,46.7,323.9121
692.3938,917.8379,9.9437,48.5786,46.6,3.0881
691.1949,916.3641,97.2645,26.286,49.5,29.3262
691.3175,907.31,366.7005,98.8688,50.8,108.0792
699.1286,899.0161,607.9019,100.35,51,177.2346
699.1265,892.5432,887.1803,100.74,49.2,253.8513
978.8732,10.0003,10.0004,101.2391,11.5,9.7933
978.4329,9.9991,99.0796,101.1883,10.9,96.9092
978.6241,9.9988,386.2221,101.176,11.7,377.7272
978.2899,9.9999,660.8695,101.097,11.2,646.3107
978.5627,9.9976,924.9411,101.1829,10.975,904.7008
978.7378,97.7024,9.9527,101.2122,58.75,9.7369
978.0102,97.7919,97.8107,101.1874,58.225,95.6481
977.9586,97.6216,379.3083,101.144,55.675,370.888
977.8474,97.5876,647.3751,101.173,56.125,633.0336
978.2188,97.5813,901.6931,101.1766,58.825,881.7602
978.2143,373.8477,9.8931,70.8283,46.3667,7.0135
978.7229,372.9425,95.0145,92.7064,49.9333,66.0555
978.4846,374.8294,374.5381,100.6915,49.75,246.91
978.9293,374.1901,623.5739,100.9673,53.65,395.9496
978.0042,372.0392,846.5776,101.0101,46.35,523.5268
978.4222,650.8564,9.9175,44.0423,50.7,4.2749
977.8033,647.2536,96.9741,85.1615,46.6,40.5047
998.209,641.5223,368.963,99.3004,48.8,150.0692
978.2121,640.8163,638.7862,100.8137,47.85,252.9755
978.7212,629.4848,813.3143,100.8663,49.1,320.4391
978.2778,916.3732,9.9445,57.6605,46.7,3.0604
978.098,912.5336,97.2221,93.0061,54.4,28.961
978.6611,906.6272,366.3786,98.8458,54.5,107.9278
977.9767,899.3898,608.3385,100.454,52.5,177.0508
977.7178,891.1536,884.5344,100.7558,52.9,253.0626
